key,value,date
father,2,11/6/2012
Free,2,11/6/2012
majobeauty,2,11/6/2012
tucum,2,11/6/2012
Hermes,2,11/6/2012
Beautiful,2,11/6/2012
nikgaturro,2,11/6/2012
safe,2,11/6/2012
hire,2,11/6/2012
front,2,11/6/2012
Bal,2,11/6/2012
Aguilera,2,11/6/2012
school,2,11/6/2012
impressive,2,11/6/2012
tear,2,11/6/2012
large,2,11/6/2012
Planning,2,11/6/2012
square,2,11/6/2012
regret,2,11/6/2012
INDEC,2,11/6/2012
larroque,2,11/6/2012
River,2,11/6/2012
Cacerolazo,2,11/6/2012
network,2,11/6/2012
defend,2,11/6/2012
Haha,2,11/6/2012
Pando,2,11/6/2012
order,2,11/6/2012
marketing,2,11/6/2012
I seem,2,11/6/2012
reason,2,11/6/2012
put,2,11/6/2012
Senator,2,11/6/2012
todosalasplazo,2,11/6/2012
Leonardo,2,11/6/2012
earthquake,2,11/6/2012
ask,2,11/6/2012
qualify,2,11/6/2012
turn,2,11/6/2012
Hannibal,2,11/6/2012
massive,2,11/6/2012
Favio,2,11/6/2012
win,2,11/6/2012
331,2,11/6/2012
aduen,2,11/6/2012
feramato,2,11/6/2012
smile,2,11/6/2012
fer,2,11/6/2012
form,2,11/6/2012
train,2,11/6/2012
FF,2,11/6/2012
Deputy,2,11/6/2012
Agency,2,11/6/2012
matter,2,11/6/2012
lavidaesesoquepasamientras,2,11/6/2012
history,2,11/6/2012
Court,2,11/6/2012
give,2,11/6/2012
half,2,11/6/2012
lanacioncom,2,11/6/2012
Denounce,2,11/6/2012
Respectful,2,11/6/2012
VIDO,2,11/6/2012
announce,2,11/6/2012
coming,2,11/6/2012
Binner,2,11/6/2012
room,2,11/6/2012
light,2,11/6/2012
Street,2,11/6/2012
came,2,11/6/2012
