key,value,date
sagit,25,2/17/2014
worry,25,2/17/2014
hurt,25,2/17/2014
Mute,24,2/17/2014
thing,24,2/17/2014
power,24,2/17/2014
eye,24,2/17/2014
duty,23,2/17/2014
Sun,23,2/17/2014
Finish,23,2/17/2014
greater,23,2/17/2014
leave,23,2/17/2014
Professor,23,2/17/2014
turn,23,2/17/2014
idiot,23,2/17/2014
eats,23,2/17/2014
capric,22,2/17/2014
get,22,2/17/2014
quest,22,2/17/2014
close,22,2/17/2014
friend,22,2/17/2014
rnio,22,2/17/2014
sadness,22,2/17/2014
suspicious,22,2/17/2014
Enter,22,2/17/2014
gave,21,2/17/2014
POCA,21,2/17/2014
understand,21,2/17/2014
Guy,21,2/17/2014
Hurricane,21,2/17/2014
happiness,20,2/17/2014
ask,20,2/17/2014
Sea,20,2/17/2014
Bra,20,2/17/2014
cool,19,2/17/2014
great,19,2/17/2014
look,19,2/17/2014
week,19,2/17/2014
year,18,2/17/2014
bath,18,2/17/2014
face,18,2/17/2014
NIA,17,2/17/2014
fair,17,2/17/2014
see,17,2/17/2014
lose,17,2/17/2014
eat,17,2/17/2014
vote,17,2/17/2014
ugly,17,2/17/2014
Federal,17,2/17/2014
ihthiago,17,2/17/2014
conscious,17,2/17/2014
Libra,16,2/17/2014
March,16,2/17/2014
send,16,2/17/2014
continue,16,2/17/2014
viol,16,2/17/2014
mature,16,2/17/2014
lie,16,2/17/2014
class,16,2/17/2014
show,15,2/17/2014
Porto,15,2/17/2014
tgirl,15,2/17/2014
Pro,15,2/17/2014
ladyboy,15,2/17/2014
reflection,15,2/17/2014
transex,15,2/17/2014
dream,15,2/17/2014
drought,2239,2/19/2014
heat,1190,2/19/2014
protest,662,2/19/2014
Venezuela,528,2/19/2014
feel,526,2/19/2014
day,454,2/19/2014
manifestant,373,2/19/2014
signosfodas,299,2/19/2014
Brazil,286,2/19/2014
Let,226,2/19/2014
time,226,2/19/2014
NIA,225,2/19/2014
Government,209,2/19/2014
person,207,2/19/2014
cold,201,2/19/2014
UCR,200,2/19/2014
Photo,198,2/19/2014
stay,196,2/19/2014
River,188,2/19/2014
say,186,2/19/2014
ketydc,177,2/19/2014
take,173,2/19/2014
Caracas,166,2/19/2014
people,163,2/19/2014
sit,158,2/19/2014
To want,156,2/19/2014
anti,142,2/19/2014
prune,141,2/19/2014
good,132,2/19/2014
CLA,132,2/19/2014
Rodrigo,124,2/19/2014
view,119,2/19/2014
To give,118,2/19/2014
mask,115,2/19/2014
Abd,114,2/19/2014
talk,107,2/19/2014
Kiev,106,2/19/2014
precedence,104,2/19/2014
know,104,2/19/2014
strike,104,2/19/2014
sleep,103,2/19/2014
demonstrate,103,2/19/2014
friend,102,2/19/2014
come,100,2/19/2014
oposi,100,2/19/2014
pass,100,2/19/2014
Vel,97,2/19/2014
like,95,2/19/2014
Balear,91,2/19/2014
World,86,2/19/2014
fits,86,2/19/2014
die,85,2/19/2014
need,84,2/19/2014
front,82,2/19/2014
understand,80,2/19/2014
Pol,80,2/19/2014
Storm,78,2/19/2014
call,78,2/19/2014
Street,78,2/19/2014
year,77,2/19/2014
MEO,77,2/19/2014
To find,77,2/19/2014
Dilma,76,2/19/2014
love,75,2/19/2014
escorpi,74,2/19/2014
cancer,74,2/19/2014
find,73,2/19/2014
filosofei,73,2/19/2014
stop,72,2/19/2014
Paul,68,2/19/2014
dead,67,2/19/2014
Sea,65,2/19/2014
power,65,2/19/2014
ask,64,2/19/2014
life,64,2/19/2014
eats,64,2/19/2014
protect,63,2/19/2014
thing,63,2/19/2014
way,63,2/19/2014
mature,63,2/19/2014
DIO,62,2/19/2014
change,61,2/19/2014
Venezuelan,60,2/19/2014
well,60,2/19/2014
follow,59,2/19/2014
absent,58,2/19/2014
Kiss,58,2/19/2014
vocenaosabiaq,57,2/19/2014
Copa,57,2/19/2014
half,56,2/19/2014
get,55,2/19/2014
receive,55,2/19/2014
use,55,2/19/2014
send,54,2/19/2014
drink,54,2/19/2014
duty,53,2/19/2014
Learn,53,2/19/2014
Search,53,2/19/2014
der,52,2/19/2014
favor,52,2/19/2014
smile,52,2/19/2014
envy,51,2/19/2014
RID,51,2/19/2014
leave,51,2/19/2014
new,51,2/19/2014
I'm going to,51,2/19/2014
soucontramarcocivil,51,2/19/2014
Guide,51,2/19/2014
Reuters,50,2/19/2014
joy,50,2/19/2014
low,50,2/19/2014
fire,50,2/19/2014
car,50,2/19/2014
father,49,2/19/2014
full,49,2/19/2014
worry,49,2/19/2014
frasesdebebar,48,2/19/2014
happy,48,2/19/2014
President,48,2/19/2014
sheet,47,2/19/2014
fuck,47,2/19/2014
believe,47,2/19/2014
Double,47,2/19/2014
shemale,46,2/19/2014
suo,45,2/19/2014
idiot,45,2/19/2014
I think,44,2/19/2014
suspicious,44,2/19/2014
Wake up,44,2/19/2014
Tico,44,2/19/2014
death,43,2/19/2014
Libra,43,2/19/2014
Word,43,2/19/2014
neymar,43,2/19/2014
bath,43,2/19/2014
House,42,2/19/2014
always,42,2/19/2014
great,42,2/19/2014
uol,41,2/19/2014
mouth,41,2/19/2014
look,40,2/19/2014
Sun,40,2/19/2014
party,40,2/19/2014
reveal,39,2/19/2014
right,39,2/19/2014
opponent,38,2/19/2014
Laor,38,2/19/2014
night,38,2/19/2014
hacer,38,2/19/2014
message,37,2/19/2014
